Milliseconds,Signal Strength (dBm)
1739403213429,-74
1739403213571,-74
1739403213672,-74
1739403213765,-74
1739403213821,-74
1739403213921,-74
1739403214058,-74
1739403214189,-74
1739403214263,-74
1739403214363,-74
1739403214485,-74
1739403214623,-74
1739403214681,-74
1739403214800,-74
1739403214909,-74
1739403215051,-74
1739403215199,-74
1739403215250,-74
1739403215340,-74
1739403215414,-74
1739403215479,-74
1739403215551,-74
1739403215681,-74
1739403215785,-74
1739403215860,-74
1739403215972,-74
1739403216121,-74
1739403216222,-74
1739403216301,-74
1739403216401,-74
1739403216460,-74
1739403216587,-74
1739403216699,-74
1739403216783,-74
1739403216930,-74
1739403217080,-74
1739403217227,-74
1739403217323,-74
1739403217433,-74
1739403217523,-74
1739403217610,-74
1739403217710,-74
1739403217771,-74
1739403217917,-74
1739403218065,-74
1739403218182,-74
1739403218302,-74
1739403218380,-74
1739403218444,-74
1739403218591,-74
1739403218735,-74
1739403218830,-74
1739403218962,-74
1739403219048,-74
1739403219166,-74
1739403219313,-74
1739403219420,-74
1739403219523,-74
1739403219601,-74
1739403219676,-74
1739403219806,-74
1739403219884,-74
1739403219989,-74
1739403220101,-74
1739403220181,-74
1739403220291,-74
1739403220373,-74
1739403220477,-74
1739403220550,-74
1739403220633,-74
1739403220761,-74
1739403220890,-74
1739403221026,-74
1739403221148,-74
1739403221227,-74
1739403221354,-74
1739403221404,-74
1739403221495,-74
1739403221610,-74
1739403221713,-74
1739403221788,-74
1739403221937,-74
1739403222024,-74
1739403222174,-74
1739403222307,-74
1739403222380,-74
1739403222434,-74
1739403222495,-74
1739403222594,-74
1739403222688,-74
1739403222754,-74
1739403222886,-74
1739403223025,-74
1739403223085,-74
1739403223235,-74
1739403223342,-74
1739403223477,-74
1739403223573,-74
1739403223668,-74
1739403223765,-74
1739403223835,-74
1739403223940,-74
1739403224014,-74
1739403224102,-74
1739403224172,-74
1739403224259,-74
1739403224387,-74
1739403224476,-74
1739403224556,-74
1739403224675,-74
1739403224725,-74
1739403224801,-74
1739403224859,-74
1739403224957,-74
1739403225016,-74
1739403225162,-74
1739403225217,-74
1739403225328,-74
1739403225470,-74
1739403225571,-74
1739403225625,-74
1739403225775,-74
1739403225921,-74
1739403226040,-74
1739403226141,-74
1739403226220,-74
1739403226292,-74
1739403226395,-74
1739403226518,-74
1739403226618,-74
1739403226768,-74
1739403226849,-74
1739403226974,-74
1739403227040,-74
1739403227179,-74
1739403227308,-74
1739403227455,-74
1739403227544,-74
1739403227664,-74
1739403227749,-74
1739403227848,-74
1739403227900,-74
1739403227970,-74
1739403228034,-74
1739403228136,-74
1739403228286,-74
1739403228402,-74
1739403228468,-74
1739403228598,-74
1739403228659,-74
1739403228737,-74
1739403228802,-74
1739403228885,-74
1739403228939,-74
1739403229027,-74
1739403229101,-74
1739403229153,-74
1739403229218,-74
1739403229317,-74
1739403229443,-74
1739403229495,-74
1739403229592,-74
1739403229732,-74
1739403229849,-74
1739403229915,-74
1739403230050,-74
1739403230136,-74
1739403230221,-74
1739403230288,-74
1739403230418,-74
1739403230473,-74
1739403230551,-74
1739403230694,-74
1739403230786,-74
1739403230924,-74
1739403230976,-74
1739403231121,-74
1739403231195,-74
1739403231284,-74
1739403231352,-74
1739403231407,-74
1739403231496,-74
1739403231553,-74
1739403231675,-74
1739403231764,-74
1739403231826,-74
1739403231931,-74
1739403232029,-74
1739403232079,-74
1739403232177,-74
1739403232283,-74
1739403232388,-74
1739403232503,-74
1739403232634,-74
1739403232765,-74
1739403232898,-74
1739403232963,-74
1739403233021,-74
1739403233104,-74
1739403233188,-74
1739403233307,-74
1739403233406,-74
1739403233480,-74
1739403233574,-74
1739403233676,-74
1739403233764,-74
1739403233869,-74
1739403233967,-74
1739403234071,-74
1739403234212,-74
1739403234313,-74
1739403234393,-74
1739403234512,-74
1739403234566,-74
1739403234620,-74
1739403234738,-74
1739403234850,-74
1739403234908,-74
1739403234991,-74
1739403235103,-74
1739403235226,-74
1739403235318,-74
1739403235402,-74
1739403235541,-74
1739403235670,-74
1739403235804,-74
1739403235950,-74
1739403236008,-74
1739403236097,-74
1739403236200,-74
1739403236256,-74
1739403236358,-74
1739403236486,-74
1739403236591,-74
1739403236648,-74
1739403236757,-74
1739403236868,-74
1739403237014,-74
1739403237075,-74
1739403237158,-74
1739403237294,-74
1739403237369,-74
1739403237453,-74
1739403237561,-74
1739403237666,-74
1739403237760,-74
1739403237851,-74
1739403237982,-74
1739403238068,-74
1739403238176,-74
1739403238302,-74
1739403238388,-74
1739403238438,-74
1739403238583,-74
1739403238714,-74
1739403238833,-74
1739403238936,-74
1739403239050,-74
1739403239156,-74
1739403239276,-74
1739403239385,-74
1739403239439,-74
1739403239501,-74
1739403239567,-74
1739403239679,-74
1739403239778,-74
1739403239904,-74
1739403239982,-74
1739403240047,-74
1739403240130,-74
1739403240244,-74
1739403240313,-74
1739403240403,-74
1739403240490,-74
1739403240636,-74
1739403240719,-74
1739403240812,-74
1739403240911,-74
1739403241037,-74
1739403241101,-74
1739403241169,-74
1739403241228,-74
1739403241321,-74
1739403241378,-74
1739403241479,-74
1739403241555,-74
1739403241647,-74
1739403241704,-74
1739403241852,-74
1739403241917,-74
1739403241999,-74
1739403242137,-74
1739403242272,-74
1739403242408,-74
1739403242461,-74
1739403242532,-74
1739403242647,-74
1739403242793,-74
1739403242857,-74
1739403242914,-74
1739403243054,-74
1739403243184,-74
1739403243285,-74
1739403243380,-74
1739403243516,-74
1739403243594,-74
1739403243657,-74
1739403243807,-74
1739403243889,-74
1739403243987,-74
1739403244137,-74
1739403244286,-74
1739403244345,-74
1739403244430,-74
1739403244531,-74
1739403244592,-74
1739403244732,-74
1739403244821,-74
1739403244885,-74
1739403244990,-74
1739403245070,-74
1739403245177,-74
1739403245277,-74
1739403245367,-74
1739403245485,-74
1739403245571,-74
1739403245636,-74
1739403245696,-74
1739403245810,-74
1739403245916,-74
1739403245966,-74
1739403246106,-74
1739403246240,-74
1739403246343,-74
1739403246448,-74
1739403246592,-74
1739403246735,-74
1739403246823,-74
1739403246924,-74
1739403246996,-74
1739403247126,-74
1739403247223,-74
1739403247366,-74
1739403247476,-74
1739403247584,-74
1739403247727,-74
1739403247823,-74
1739403247963,-74
1739403248067,-74
1739403248117,-74
1739403248170,-74
1739403248319,-74
1739403248457,-74
1739403248590,-74
1739403248703,-74
1739403248837,-74
1739403248889,-74
1739403249019,-74
1739403249143,-74
1739403249247,-74
1739403249389,-74
1739403249503,-74
1739403249594,-74
1739403249677,-74
1739403249807,-74
1739403249872,-74
1739403249956,-74
1739403250041,-74
1739403250126,-74
1739403250230,-74
1739403250295,-74
1739403250439,-74
1739403250510,-74
1739403250564,-74
1739403250677,-74
1739403250814,-74
1739403250910,-74
1739403251013,-74
1739403251084,-74
1739403251201,-74
1739403251320,-74
1739403251430,-74
1739403251573,-74
1739403251633,-74
1739403251769,-74
1739403251844,-74
1739403251965,-74
1739403252042,-74
1739403252169,-74
1739403252243,-74
1739403252340,-74
1739403252454,-74
1739403252585,-74
1739403252636,-74
1739403252759,-74
1739403252819,-74
1739403252962,-74
1739403253093,-74
1739403253200,-74
1739403253269,-74
1739403253362,-74
1739403253462,-74
1739403253611,-74
1739403253722,-74
1739403253811,-74
1739403253932,-74
1739403254020,-74
1739403254166,-74
1739403254292,-74
1739403254432,-74
1739403254557,-74
1739403254654,-74
1739403254719,-74
1739403254831,-74
1739403254891,-74
1739403255023,-74
1739403255116,-74
1739403255241,-74
1739403255372,-74
1739403255519,-74
1739403255585,-74
1739403255722,-74
1739403255844,-74
1739403255902,-74
1739403255956,-74
1739403256057,-74
1739403256126,-74
1739403256185,-74
1739403256318,-74
1739403256417,-74
1739403256470,-74
1739403256536,-74
1739403256642,-74
1739403256767,-74
1739403256907,-74
1739403256971,-74
1739403257053,-74
1739403257179,-74
1739403257314,-74
1739403257408,-74
1739403257522,-74
1739403257617,-74
1739403257741,-74
1739403257870,-74
1739403257964,-74
1739403258069,-74
1739403258194,-74
1739403258295,-74
1739403258422,-74
1739403258479,-74
1739403258601,-74
1739403258690,-74
1739403258754,-74
1739403258898,-74
1739403258962,-74
1739403259071,-74
1739403259190,-74
1739403259279,-74
1739403259406,-74
1739403259484,-74
1739403259570,-74
1739403259648,-74
1739403259714,-74
1739403259795,-74
1739403259860,-74
1739403259927,-74
1739403259999,-74
1739403260068,-74
1739403260151,-74
1739403260225,-74
1739403260334,-74
1739403260480,-74
1739403260549,-74
1739403260638,-74
1739403260721,-74
1739403260776,-74
1739403260916,-74
1739403260983,-74
1739403261042,-74
1739403261167,-74
1739403261224,-74
1739403261295,-74
1739403261368,-74
1739403261513,-74
1739403261615,-74
1739403261680,-74
1739403261779,-74
1739403261837,-74
1739403261981,-74
1739403262050,-74
1739403262103,-74
1739403262182,-74
1739403262312,-74
1739403262383,-74
1739403262482,-74
1739403262599,-74
1739403262729,-74
1739403262848,-74
1739403262996,-74
1739403263070,-74
1739403263190,-74
1739403263320,-74
1739403263448,-74
1739403263498,-74
1739403263556,-74
1739403263627,-74
1739403263750,-74
1739403263855,-74
1739403263930,-74
1739403263991,-74
1739403264069,-74
1739403264127,-74
1739403264214,-74
1739403264312,-74
1739403264419,-74
1739403264490,-74
1739403264549,-74
1739403264644,-74
1739403264707,-74
1739403264850,-74
1739403264990,-74
1739403265046,-74
1739403265130,-74
1739403265258,-74
1739403265314,-74
1739403265436,-74
1739403265546,-74
1739403265596,-74
1739403265672,-74
1739403265820,-74
1739403265923,-74
1739403265974,-74
1739403266081,-74
1739403266179,-74
1739403266309,-74
1739403266372,-74
1739403266502,-74
1739403266640,-74
1739403266694,-74
1739403266834,-74
1739403266972,-74
1739403267121,-74
1739403267254,-74
1739403267335,-74
1739403267393,-74
1739403267523,-74
1739403267667,-74
1739403267717,-74
1739403267793,-74
1739403267900,-74
1739403268035,-74
1739403268168,-74
1739403268220,-74
1739403268339,-74
1739403268487,-74
1739403268558,-74
1739403268630,-74
1739403268764,-74
1739403268911,-74
1739403268985,-74
1739403269049,-74
1739403269158,-74
1739403269220,-74
1739403269287,-74
1739403269375,-74
1739403269464,-74
1739403269614,-74
1739403269754,-74
1739403269864,-74
1739403269990,-74
1739403270042,-74
1739403270181,-74
1739403270331,-74
1739403270434,-74
1739403270574,-74
1739403270712,-74
1739403270779,-74
1739403270854,-74
1739403270965,-74
1739403271046,-74
1739403271158,-74
1739403271281,-74
1739403271391,-74
1739403271530,-74
1739403271668,-74
1739403271720,-74
1739403271834,-74
1739403271982,-74
1739403272090,-74
1739403272170,-74
1739403272239,-74
1739403272353,-74
1739403272445,-74
1739403272576,-74
1739403272631,-74
1739403272752,-74
1739403272833,-74
1739403272903,-74
1739403273012,-74
1739403273146,-74
1739403273277,-74
1739403273328,-74
1739403273401,-74
1739403273488,-74
1739403273552,-74
1739403273680,-74
1739403273788,-74
1739403273929,-74
1739403274018,-74
1739403274083,-74
1739403274227,-74
1739403274361,-74
1739403274447,-74
1739403274540,-74
1739403274618,-74
1739403274763,-74
1739403274849,-74
1739403274976,-74
1739403275109,-74
1739403275218,-74
1739403275309,-74
1739403275367,-74
1739403275464,-74
1739403275593,-74
1739403275659,-74
1739403275713,-74
1739403275841,-74
1739403275964,-74
1739403276105,-74
1739403276192,-74
1739403276280,-74
1739403276424,-74
1739403276557,-74
1739403276632,-74
1739403276769,-74
1739403276896,-74
1739403276997,-74
1739403277083,-74
1739403277150,-74
1739403277250,-74
1739403277316,-74
1739403277427,-74
1739403277561,-74
1739403277628,-74
1739403277753,-74
1739403277810,-74
1739403277939,-74
1739403278063,-74
1739403278136,-74
1739403278227,-74
1739403278360,-74
1739403278503,-74
1739403278553,-74
1739403278642,-74
1739403278710,-74
1739403278818,-74
1739403278896,-74
1739403278991,-74
1739403279096,-74
1739403279232,-74
1739403279371,-74
1739403279435,-74
1739403279562,-74
1739403279616,-74
1739403279766,-74
1739403279832,-74
1739403279919,-74
1739403280019,-74
1739403280094,-74
1739403280219,-74
1739403280297,-74
1739403280387,-74
1739403280469,-74
1739403280589,-74
1739403280661,-74
1739403280721,-74
1739403280823,-74
1739403280944,-74
1739403281032,-74
1739403281141,-74
1739403281212,-74
1739403281293,-74
1739403281414,-74
1739403281563,-74
1739403281627,-74
1739403281737,-74
1739403281811,-74
1739403281906,-74
1739403281976,-74
1739403282037,-74
1739403282161,-74
1739403282278,-74
1739403282388,-74
1739403282526,-74
1739403282652,-74
1739403282757,-74
1739403282893,-74
1739403282970,-74
1739403283064,-74
1739403283168,-74
1739403283227,-74
1739403283343,-74
1739403283417,-74
1739403283477,-74
1739403283550,-74
1739403283629,-74
1739403283749,-74
1739403283832,-74
1739403283958,-74
1739403284022,-74
1739403284146,-74
1739403284243,-74
1739403284333,-74
1739403284432,-74
1739403284573,-74
1739403284686,-74
1739403284819,-74
1739403284953,-74
1739403285059,-74
1739403285197,-74
1739403285275,-74
1739403285326,-74
1739403285411,-74
1739403285503,-74
1739403285610,-74
1739403285702,-74
1739403285798,-74
1739403285929,-74
1739403285989,-74
1739403286088,-74
1739403286216,-74
1739403286336,-74
1739403286427,-74
1739403286572,-74
1739403286691,-74
1739403286835,-74
1739403286900,-74
1739403286971,-74
1739403287077,-74
1739403287221,-74
1739403287358,-74
1739403287470,-74
1739403287607,-74
1739403287658,-74
1739403287765,-74
1739403287903,-74
1739403287998,-74
1739403288077,-74
1739403288224,-74
1739403288350,-74
1739403288433,-74
1739403288568,-74
1739403288655,-74
1739403288725,-74
1739403288816,-74
1739403288945,-74
1739403289077,-74
1739403289189,-74
1739403289315,-74
1739403289387,-74
1739403289473,-74
1739403289555,-74
1739403289611,-74
1739403289736,-74
1739403289848,-74
1739403289975,-74
1739403290085,-74
1739403290171,-74
1739403290302,-74
1739403290447,-74
1739403290548,-74
1739403290675,-74
1739403290779,-74
1739403290920,-74
1739403291042,-74
1739403291117,-74
1739403291250,-74
1739403291322,-74
1739403291437,-74
1739403291550,-74
1739403291652,-74
1739403291717,-74
1739403291788,-74
1739403291899,-74
1739403292048,-74
1739403292121,-74
1739403292254,-74
1739403292315,-74
1739403292368,-74
1739403292419,-74
1739403292557,-74
1739403292659,-74
1739403292744,-74
1739403292811,-74
1739403292925,-74
1739403292976,-74
1739403293105,-74
1739403293249,-74
1739403293309,-74
1739403293421,-74
1739403293519,-74
1739403293636,-74
1739403293778,-74
1739403293862,-74
1739403293914,-74
1739403293985,-74
1739403294102,-74
1739403294182,-74
1739403294243,-74
1739403294361,-74
1739403294434,-74
1739403294529,-74
1739403294593,-74
1739403294651,-74
1739403294709,-74
1739403294835,-74
1739403294897,-74
1739403295025,-74
1739403295109,-74
1739403295236,-74
1739403295297,-74
1739403295398,-74
1739403295475,-74
1739403295578,-74
1739403295693,-74
1739403295827,-74
1739403295912,-74
1739403295994,-74
1739403296069,-74
1739403296144,-74
1739403296291,-74
1739403296403,-74
1739403296530,-74
1739403296614,-74
1739403296675,-74
1739403296802,-74
1739403296903,-74
1739403296970,-74
1739403297058,-74
1739403297204,-74
1739403297285,-74
1739403297426,-74
1739403297568,-74
1739403297620,-74
1739403297763,-74
1739403297861,-74
1739403297941,-74
1739403297994,-74
1739403298066,-74
1739403298149,-74
1739403298284,-74
1739403298357,-74
1739403298442,-74
1739403298492,-74
1739403298595,-74
1739403298689,-74
1739403298780,-74
1739403298884,-74
1739403298993,-74
1739403299089,-74
1739403299177,-74
1739403299293,-74
1739403299408,-74
1739403299521,-74
1739403299629,-74
1739403299702,-74
1739403299806,-74
1739403299869,-74
1739403299986,-74
1739403300122,-74
1739403300198,-74
1739403300337,-74
1739403300402,-74
1739403300517,-74
1739403300660,-74
1739403300732,-74
1739403300784,-74
1739403300904,-74
1739403301002,-74
1739403301105,-74
1739403301230,-74
1739403301340,-74
1739403301450,-74
1739403301596,-74
1739403301700,-74
1739403301763,-74
1739403301881,-74
1739403302030,-74
1739403302174,-74
1739403302254,-74
1739403302337,-74
1739403302463,-74
1739403302530,-74
1739403302595,-74
1739403302705,-74
1739403302825,-74
1739403302886,-74
1739403303022,-74
1739403303083,-74
1739403303149,-74
1739403303278,-74
1739403303402,-74
1739403303481,-74
1739403303542,-74
1739403303654,-74
1739403303716,-74
1739403303817,-74
1739403303891,-74
1739403303959,-74
1739403304043,-74
1739403304137,-74
1739403304190,-74
1739403304245,-74
1739403304328,-74
1739403304473,-74
1739403304529,-74
1739403304647,-74
1739403304730,-74
1739403304851,-74
1739403304903,-74
1739403305009,-74
1739403305159,-74
1739403305271,-74
1739403305375,-74
1739403305523,-74
1739403305625,-74
1739403305750,-74
1739403305896,-74
1739403306036,-74
1739403306130,-74
1739403306223,-74
1739403306331,-74
1739403306393,-74
1739403306495,-74
1739403306603,-74
1739403306661,-74
1739403306742,-74
1739403306892,-74
1739403307008,-74
1739403307109,-74
1739403307192,-74
1739403307251,-74
1739403307384,-74
1739403307487,-74
1739403307570,-74
1739403307705,-74
1739403307833,-74
1739403307901,-74
1739403307980,-74
1739403308033,-74
1739403308154,-74
1739403308293,-74
1739403308399,-74
1739403308544,-74
1739403308644,-74
1739403308772,-74
1739403308886,-74
1739403309006,-74
1739403309072,-74
1739403309193,-74
1739403309274,-74
1739403309383,-74
1739403309469,-74
1739403309578,-74
1739403309653,-74
1739403309779,-74
1739403309847,-74
1739403309936,-74
1739403310027,-74
1739403310112,-74
1739403310227,-74
1739403310330,-74
1739403310402,-74
1739403310505,-74
1739403310644,-74
1739403310773,-74
1739403310863,-74
1739403310919,-74
1739403311019,-74
1739403311088,-74
1739403311217,-74
1739403311357,-74
1739403311435,-74
1739403311525,-74
1739403311591,-74
1739403311688,-74
1739403311821,-74
1739403311919,-74
1739403311990,-74
1739403312042,-74
1739403312184,-74
1739403312263,-74
1739403312325,-74
1739403312456,-74
1739403312599,-74
1739403312700,-74
1739403312793,-74
1739403312912,-74
1739403312987,-74
1739403313076,-74
1739403313136,-74
1739403313220,-74
1739403313275,-74
1739403313399,-74
1739403313541,-74
1739403313618,-74
1739403313743,-74
1739403313849,-74
1739403313904,-74
1739403314019,-74
1739403314143,-74
1739403314214,-74
1739403314355,-74
1739403314434,-74
1739403314580,-74
1739403314723,-74
1739403314805,-74
1739403314953,-74
1739403315046,-74
1739403315133,-74
1739403315237,-74
1739403315346,-74
1739403315443,-74
1739403315537,-74
1739403315629,-74
1739403315686,-74
1739403315811,-74
1739403315875,-74
1739403315954,-74
1739403316053,-74
1739403316181,-74
1739403316246,-74
1739403316341,-74
1739403316418,-74
1739403316514,-74
1739403316599,-74
1739403316711,-74
1739403316782,-74
1739403316916,-74
1739403317039,-74
1739403317187,-74
1739403317332,-74
1739403317406,-74
1739403317524,-74
1739403317632,-74
1739403317755,-74
1739403317895,-74
1739403317974,-74
1739403318103,-74
1739403318224,-74
1739403318331,-74
1739403318442,-74
1739403318515,-74
1739403318590,-74
1739403318644,-74
1739403318781,-74
1739403318853,-74
1739403318913,-74
1739403318984,-74
1739403319092,-74
1739403319218,-74
1739403319301,-74
1739403319437,-74
1739403319582,-74
1739403319707,-74
1739403319814,-74
1739403319882,-74
1739403320009,-74
1739403320135,-74
1739403320204,-74
1739403320319,-74
1739403320385,-74
1739403320478,-74
1739403320595,-74
1739403320684,-74
1739403320734,-74
1739403320883,-74
1739403320976,-74
1739403321068,-74
1739403321176,-74
1739403321308,-74
1739403321399,-74
1739403321487,-74
1739403321539,-74
1739403321610,-74
1739403321752,-74
1739403321821,-74
1739403321958,-74
1739403322043,-74
1739403322100,-74
1739403322162,-74
1739403322300,-74
1739403322380,-74
1739403322504,-74
1739403322566,-74
1739403322640,-74
1739403322770,-74
1739403322858,-74
1739403322956,-74
1739403323082,-74
1739403323227,-74
1739403323280,-74
1739403323334,-74
1739403323409,-74
1739403323510,-74
1739403323581,-74
1739403323676,-74
1739403323817,-74
1739403323873,-74
1739403323978,-74
1739403324037,-74
1739403324134,-74
1739403324268,-74
1739403324387,-74
1739403324521,-74
1739403324657,-74
1739403324785,-74
1739403324877,-74
1739403325013,-74
1739403325149,-74
1739403325206,-74
1739403325305,-74
1739403325421,-74
1739403325478,-74
1739403325554,-74
1739403325649,-74
1739403325792,-74
1739403325921,-74
1739403325995,-74
1739403326110,-74
1739403326172,-74
1739403326242,-74
1739403326323,-74
1739403326382,-74
1739403326475,-74
1739403326532,-74
1739403326643,-74
1739403326731,-74
1739403326801,-74
1739403326920,-74
1739403326990,-74
1739403327095,-74
1739403327157,-74
1739403327290,-74
1739403327395,-74
1739403327526,-74
1739403327635,-74
1739403327721,-74
1739403327823,-74
1739403327943,-74
1739403328031,-74
1739403328148,-74
1739403328215,-74
1739403328310,-74
1739403328450,-74
1739403328592,-74
1739403328722,-74
1739403328811,-74
1739403328882,-74
1739403329018,-74
1739403329105,-74
1739403329255,-74
1739403329401,-74
1739403329473,-74
1739403329538,-74
1739403329625,-74
1739403329735,-74
1739403329820,-74
1739403329897,-74
1739403330034,-74
1739403330099,-74
1739403330214,-74
1739403330273,-74
1739403330403,-74
1739403330491,-74
1739403330554,-74
1739403330686,-74
1739403330823,-74
1739403330949,-74
1739403331094,-74
1739403331210,-74
1739403331341,-74
1739403331451,-74
1739403331595,-74
1739403331660,-74
1739403331775,-74
1739403331869,-74
1739403331980,-74
1739403332087,-74
1739403332163,-74
1739403332216,-74
1739403332277,-74
1739403332328,-74
1739403332409,-74
1739403332550,-74
1739403332695,-74
1739403332759,-74
1739403332906,-74
1739403332977,-74
1739403333105,-74
1739403333194,-74
1739403333307,-74
1739403333430,-74
1739403333555,-74
1739403333676,-74
1739403333792,-74
1739403333935,-74
1739403334032,-74
1739403334106,-74
1739403334206,-74
1739403334321,-74
1739403334461,-74
1739403334517,-74
1739403334609,-74
1739403334743,-74
1739403334799,-74
1739403334927,-74
1739403335058,-74
1739403335146,-74
1739403335244,-74
1739403335367,-74
1739403335467,-74
1739403335558,-74
1739403335613,-74
1739403335670,-74
1739403335753,-74
1739403335872,-74
1739403335979,-74
1739403336113,-74
1739403336175,-74
1739403336281,-74
1739403336405,-74
1739403336494,-74
1739403336577,-74
1739403336638,-74
1739403336769,-74
1739403336866,-74
1739403336940,-74
1739403337078,-74
1739403337178,-74
1739403337303,-74
1739403337371,-74
1739403337483,-74
1739403337604,-74
1739403337717,-74
1739403337806,-74
1739403337891,-74
1739403338019,-74
1739403338104,-74
1739403338184,-74
1739403338243,-74
1739403338336,-74
1739403338475,-74
1739403338545,-74
1739403338629,-74
1739403338770,-74
1739403338917,-74
1739403338974,-74
1739403339060,-74
1739403339133,-74
1739403339216,-74
1739403339283,-74
1739403339420,-74
1739403339567,-74
1739403339677,-74
1739403339799,-74
1739403339928,-74
1739403340065,-74
1739403340200,-74
1739403340272,-74
1739403340360,-74
1739403340426,-71
1739403340481,-74
1739403340585,-74
1739403340661,-74
1739403340776,-74
1739403340831,-74
1739403340941,-74
1739403341065,-74
1739403341195,-74
1739403341278,-74
1739403341419,-74
1739403341435,-71
